# Experiment Session ID: session_20250602_085435_s123_mfixed
# Date Generated: 2025-06-02 08:54:35 CEST
# Seed: 123
# Number of Training Runs: 5
# Population Size: 100
# Max Evaluations per Run: 7000
# Base Games vs Fixed Opponent List: 20
# Opponent Bots (Fixed Mode): ['PatronFavorsBot', 'MaxAgentsBot', 'MaxPrestigeBot']
# Hall of Fame Size: 3
# Base Games vs Each HoF Member: 4
# (Note: Final champion benchmark games often use a multiplier on base game values)
# Turn Timeout (sec): 1
# Evaluation Mode: fixed
# Match Logs (GameRunner): NONE
# Use Session Seed for All Matches: False
# Debug Mode (Script): False
# Verbose Mode (GameRunner): False
# Script Log Level: INFO
# Weight Precision: 8
# ---
train_run,generation,timestamp,total_time_sec,num_matches_info,evaluations,best_fitness,avg_fitness,median_fitness,min_fitness,std_fitness,best_weights,avg_weights,best_indiv_win_breakdown
1,23,2025-06-02 09:06:43,728.65,FixedSegBaseTotal:20;HoFBasePair:4,2400,18.0,12.02,12.0,10.0,1.449,"0.76538451,0.53017439,0.46821882,0.04711646,0.31778406,0.00000000,0.00000000,0.06423201,0.35297110,0.66560896,0.65929259,0.98602729,0.09758046,0.22585479,0.15775919,0.07731025,0.46541670,0.51043131,0.00000000,0.00000000","0.57099368,0.51289930,0.47066821,0.56629878,0.54417663,0.15525075,0.03651911,0.25731265,0.37295135,0.59814086,0.53009007,0.86069115,0.31430686,0.48239512,0.46690130,0.49573070,0.46162248,0.42878696,0.50041055,0.21589569","MaxAgentsBot:7/7,MaxPrestigeBot:5/6,PatronFavorsBot:6/7"
1,24,2025-06-02 09:07:15,760.38,FixedSegBaseTotal:20;HoFBasePair:4,2500,18.0,12.23,12.0,11.0,1.4481,"0.76538451,0.53017439,0.46821882,0.04711646,0.31778406,0.00000000,0.00000000,0.06423201,0.35297110,0.66560896,0.65929259,0.98602729,0.09758046,0.22585479,0.15775919,0.07731025,0.46541670,0.51043131,0.00000000,0.00000000","0.58520094,0.51162946,0.47486126,0.56647371,0.52638047,0.13368904,0.03765715,0.21834341,0.37263914,0.62625690,0.51418078,0.85465826,0.29599274,0.47594103,0.44161217,0.47521096,0.49354067,0.40385974,0.53281540,0.23012517","MaxAgentsBot:7/7,MaxPrestigeBot:5/6,PatronFavorsBot:6/7"
1,25,2025-06-02 09:07:48,793.0,FixedSegBaseTotal:20;HoFBasePair:4,2600,19.0,12.35,12.0,11.0,1.5708,"0.51695330,0.34366052,0.88766379,0.84846903,0.00000000,0.03045021,0.00000000,0.20586019,0.00000000,1.00000000,0.54112142,0.79299485,0.00000000,0.87217848,0.00000000,0.05511587,1.00000000,0.10113923,0.53707481,0.34557403","0.60276918,0.52576923,0.47990859,0.58887060,0.51102812,0.11990097,0.03871891,0.19314928,0.33849285,0.62825604,0.50846694,0.84342585,0.27041160,0.48572620,0.43313401,0.47818382,0.50348629,0.39585137,0.53142167,0.22162003","MaxAgentsBot:7/7,MaxPrestigeBot:5/6,PatronFavorsBot:7/7"
1,26,2025-06-02 09:08:20,825.09,FixedSegBaseTotal:20;HoFBasePair:4,2700,19.0,12.51,12.0,11.0,1.6031,"0.51695330,0.34366052,0.88766379,0.84846903,0.00000000,0.03045021,0.00000000,0.20586019,0.00000000,1.00000000,0.54112142,0.79299485,0.00000000,0.87217848,0.00000000,0.05511587,1.00000000,0.10113923,0.53707481,0.34557403","0.58296654,0.50755276,0.49659403,0.57327774,0.50654759,0.12490143,0.03300994,0.18674793,0.31611155,0.65706444,0.49559368,0.82552283,0.26800508,0.50023454,0.42507415,0.47224390,0.52689252,0.41405491,0.52029494,0.19746310","MaxAgentsBot:7/7,MaxPrestigeBot:5/6,PatronFavorsBot:7/7"
1,27,2025-06-02 09:08:51,856.02,FixedSegBaseTotal:20;HoFBasePair:4,2800,19.0,12.62,12.0,11.0,1.5924,"0.51695330,0.34366052,0.88766379,0.84846903,0.00000000,0.03045021,0.00000000,0.20586019,0.00000000,1.00000000,0.54112142,0.79299485,0.00000000,0.87217848,0.00000000,0.05511587,1.00000000,0.10113923,0.53707481,0.34557403","0.57956934,0.52365869,0.48633197,0.56800255,0.50486235,0.11392934,0.03449356,0.17994033,0.32502485,0.66714823,0.48291630,0.83305779,0.24155119,0.50899550,0.42746166,0.47589496,0.50613523,0.43385037,0.51504573,0.21236417","MaxAgentsBot:7/7,MaxPrestigeBot:5/6,PatronFavorsBot:7/7"
1,28,2025-06-02 09:09:23,888.67,FixedSegBaseTotal:20;HoFBasePair:4,2900,19.0,12.72,12.0,11.0,1.5689,"0.51695330,0.34366052,0.88766379,0.84846903,0.00000000,0.03045021,0.00000000,0.20586019,0.00000000,1.00000000,0.54112142,0.79299485,0.00000000,0.87217848,0.00000000,0.05511587,1.00000000,0.10113923,0.53707481,0.34557403","0.59439672,0.54955570,0.46654821,0.56811658,0.47483178,0.09632952,0.03552618,0.16349326,0.30793878,0.66885094,0.48153273,0.83737787,0.21187754,0.52231754,0.41164444,0.44634594,0.50850043,0.44602498,0.50233353,0.20808407","MaxAgentsBot:7/7,MaxPrestigeBot:5/6,PatronFavorsBot:7/7"
1,29,2025-06-02 09:09:56,921.22,FixedSegBaseTotal:20;HoFBasePair:4,3000,19.0,12.76,12.0,11.0,1.5435,"0.51695330,0.34366052,0.88766379,0.84846903,0.00000000,0.03045021,0.00000000,0.20586019,0.00000000,1.00000000,0.54112142,0.79299485,0.00000000,0.87217848,0.00000000,0.05511587,1.00000000,0.10113923,0.53707481,0.34557403","0.59326806,0.54965929,0.46819862,0.59272128,0.46310725,0.09615323,0.03529679,0.14584728,0.29474069,0.67760971,0.46189930,0.82981587,0.20798328,0.52644705,0.40681189,0.43457988,0.50233717,0.43658640,0.52140668,0.20270964","MaxAgentsBot:7/7,MaxPrestigeBot:5/6,PatronFavorsBot:7/7"
1,30,2025-06-02 09:10:29,953.99,FixedSegBaseTotal:20;HoFBasePair:4,3100,19.0,12.88,12.5,11.0,1.5118,"0.51695330,0.34366052,0.88766379,0.84846903,0.00000000,0.03045021,0.00000000,0.20586019,0.00000000,1.00000000,0.54112142,0.79299485,0.00000000,0.87217848,0.00000000,0.05511587,1.00000000,0.10113923,0.53707481,0.34557403","0.58044951,0.53443341,0.48327807,0.58945610,0.46600405,0.09107898,0.03345515,0.12908737,0.28922101,0.66414099,0.46340178,0.82815197,0.20970289,0.51697749,0.39522857,0.44505340,0.52035808,0.45657682,0.56805205,0.17836949","MaxAgentsBot:7/7,MaxPrestigeBot:5/6,PatronFavorsBot:7/7"
1,31,2025-06-02 09:11:00,985.33,FixedSegBaseTotal:20;HoFBasePair:4,3200,19.0,13.01,13.0,11.0,1.4456,"0.51695330,0.34366052,0.88766379,0.84846903,0.00000000,0.03045021,0.00000000,0.20586019,0.00000000,1.00000000,0.54112142,0.79299485,0.00000000,0.87217848,0.00000000,0.05511587,1.00000000,0.10113923,0.53707481,0.34557403","0.59536521,0.51493162,0.50670924,0.55628949,0.50793299,0.08140662,0.02872771,0.11805275,0.27559084,0.66811555,0.46292365,0.82267627,0.20338930,0.50252990,0.38518912,0.45635567,0.51358780,0.45047650,0.57533714,0.17273969","MaxAgentsBot:7/7,MaxPrestigeBot:5/6,PatronFavorsBot:7/7"
1,32,2025-06-02 09:11:35,1020.48,FixedSegBaseTotal:20;HoFBasePair:4,3300,19.0,13.18,13.0,12.0,1.3739,"0.51695330,0.34366052,0.88766379,0.84846903,0.00000000,0.03045021,0.00000000,0.20586019,0.00000000,1.00000000,0.54112142,0.79299485,0.00000000,0.87217848,0.00000000,0.05511587,1.00000000,0.10113923,0.53707481,0.34557403","0.60174086,0.52818031,0.49618275,0.55078255,0.48557417,0.07404082,0.02841208,0.11583782,0.25359862,0.64696454,0.45543281,0.81780301,0.17402788,0.51730989,0.38154797,0.45495266,0.51423309,0.44067798,0.56658665,0.16093432","MaxAgentsBot:7/7,MaxPrestigeBot:5/6,PatronFavorsBot:7/7"
