# Experiment Session ID: session_20250602_210617_s123_mhybrid
# Date Generated: 2025-06-02 21:06:17 CEST
# Seed: 123
# Number of Training Runs: 5
# Population Size: 20
# Max Evaluations per Run: 5000
# Base Games vs Fixed Opponent List: 20
# Opponent Bots (Fixed Mode): ['PatronFavorsBot', 'MaxAgentsBot', 'MaxPrestigeBot']
# Base Coevo Games per Peer Pairing: 4
# Hall of Fame Size: 3
# Base Games vs Each HoF Member: 4
# (Note: Final champion benchmark games often use a multiplier on base game values)
# Turn Timeout (sec): 1
# Evaluation Mode: hybrid
# Hybrid Schedule String: fixed:0.4,coevolution:0.3,fixed:0.3
# Match Logs (GameRunner): NONE
# Use Session Seed for All Matches: False
# Debug Mode (Script): False
# Verbose Mode (GameRunner): False
# Script Log Level: INFO
# Weight Precision: 8
# ---
train_run,generation,timestamp,total_time_sec,num_matches_info,evaluations,best_fitness,avg_fitness,median_fitness,min_fitness,std_fitness,best_weights,avg_weights,best_indiv_win_breakdown
1,20,2025-06-02 21:08:44,147.43,FixedSegBaseTotal:20;HoFBasePair:4,420,14.0,11.65,11.5,10.0,1.0137,"1.00000000,0.36214253,0.89794654,1.00000000,0.94384917,0.00000000,0.00000000,0.00000000,0.04880539,0.89432042,0.23646085,0.67727005,0.07652771,1.00000000,0.70959491,1.00000000,0.00000000,0.36968129,0.14790365,1.00000000","0.69746121,0.40134226,0.46953398,0.45353155,0.69008579,0.19784596,0.03281470,0.39223883,0.37951421,0.73462706,0.51643955,0.78320625,0.31774002,0.68383771,0.68606072,0.76539459,0.53385642,0.54309688,0.33669286,0.40285028","MaxAgentsBot:6/7,MaxPrestigeBot:1/6,PatronFavorsBot:7/7"
1,21,2025-06-02 21:08:51,154.16,FixedSegBaseTotal:20;HoFBasePair:4,440,14.0,11.8,12.0,11.0,0.8718,"1.00000000,0.36214253,0.89794654,1.00000000,0.94384917,0.00000000,0.00000000,0.00000000,0.04880539,0.89432042,0.23646085,0.67727005,0.07652771,1.00000000,0.70959491,1.00000000,0.00000000,0.36968129,0.14790365,1.00000000","0.76578412,0.41529083,0.50698855,0.34366623,0.65126000,0.18208399,0.04511391,0.36505018,0.34393957,0.70327596,0.49336206,0.76954557,0.25696121,0.60228402,0.67449666,0.79689495,0.49465976,0.55407160,0.31927181,0.48774249","MaxAgentsBot:6/7,MaxPrestigeBot:1/6,PatronFavorsBot:7/7"
1,22,2025-06-02 21:08:59,162.24,FixedSegBaseTotal:20;HoFBasePair:4,460,14.0,12.0,12.0,11.0,0.8367,"1.00000000,0.36214253,0.89794654,1.00000000,0.94384917,0.00000000,0.00000000,0.00000000,0.04880539,0.89432042,0.23646085,0.67727005,0.07652771,1.00000000,0.70959491,1.00000000,0.00000000,0.36968129,0.14790365,1.00000000","0.72672967,0.43225914,0.46719141,0.41168748,0.65880904,0.11286908,0.03852752,0.28792720,0.28544518,0.72263292,0.43858366,0.70749372,0.27521499,0.64473945,0.62959452,0.71851467,0.46480564,0.53419739,0.28151763,0.53981256","MaxAgentsBot:6/7,MaxPrestigeBot:1/6,PatronFavorsBot:7/7"
1,23,2025-06-02 21:09:07,170.06,FixedSegBaseTotal:20;HoFBasePair:4,480,14.0,12.05,12.0,11.0,0.8047,"1.00000000,0.36214253,0.89794654,1.00000000,0.94384917,0.00000000,0.00000000,0.00000000,0.04880539,0.89432042,0.23646085,0.67727005,0.07652771,1.00000000,0.70959491,1.00000000,0.00000000,0.36968129,0.14790365,1.00000000","0.74038835,0.41064362,0.50807782,0.44109233,0.65880904,0.06287565,0.03534683,0.25062455,0.29384457,0.76785241,0.41477861,0.70749372,0.28941003,0.65883616,0.60845549,0.69276118,0.49592156,0.55940890,0.23151763,0.50913104","MaxAgentsBot:6/7,MaxPrestigeBot:1/6,PatronFavorsBot:7/7"
1,24,2025-06-02 21:09:13,176.64,FixedSegBaseTotal:20;HoFBasePair:4,500,14.0,12.05,12.0,11.0,0.8047,"1.00000000,0.36214253,0.89794654,1.00000000,0.94384917,0.00000000,0.00000000,0.00000000,0.04880539,0.89432042,0.23646085,0.67727005,0.07652771,1.00000000,0.70959491,1.00000000,0.00000000,0.36968129,0.14790365,1.00000000","0.75697765,0.41064362,0.45807782,0.48230626,0.65880904,0.06985367,0.03573753,0.22355086,0.29384457,0.73422978,0.41240002,0.70749372,0.25753811,0.64033101,0.61449040,0.72629010,0.48554997,0.56041871,0.25493761,0.50149882","MaxAgentsBot:6/7,MaxPrestigeBot:1/6,PatronFavorsBot:7/7"
1,25,2025-06-02 21:09:20,183.71,FixedSegBaseTotal:20;HoFBasePair:4,520,14.0,12.1,12.0,11.0,0.7681,"1.00000000,0.36214253,0.89794654,1.00000000,0.94384917,0.00000000,0.00000000,0.00000000,0.04880539,0.89432042,0.23646085,0.67727005,0.07652771,1.00000000,0.70959491,1.00000000,0.00000000,0.36968129,0.14790365,1.00000000","0.80697765,0.46232383,0.37367729,0.51871432,0.66528610,0.11171562,0.03340649,0.20224124,0.23616499,0.74547088,0.38605111,0.68484604,0.22830339,0.59360499,0.62956676,0.73208308,0.53554997,0.55119708,0.25383879,0.49228861","MaxAgentsBot:6/7,MaxPrestigeBot:1/6,PatronFavorsBot:7/7"
1,26,2025-06-02 21:09:28,190.91,FixedSegBaseTotal:20;HoFBasePair:4,540,14.0,12.1,12.0,11.0,0.7681,"1.00000000,0.36214253,0.89794654,1.00000000,0.94384917,0.00000000,0.00000000,0.00000000,0.04880539,0.89432042,0.23646085,0.67727005,0.07652771,1.00000000,0.70959491,1.00000000,0.00000000,0.36968129,0.14790365,1.00000000","0.79934966,0.43234580,0.39982452,0.50439394,0.65241531,0.06171562,0.03023053,0.16642523,0.28616499,0.77736990,0.35897345,0.66834738,0.22830339,0.62158889,0.61504349,0.73208308,0.58554997,0.57579483,0.20881719,0.51499615","MaxAgentsBot:6/7,MaxPrestigeBot:1/6,PatronFavorsBot:7/7"
1,27,2025-06-02 21:09:35,197.98,FixedSegBaseTotal:20;HoFBasePair:4,560,16.0,12.55,12.0,11.0,1.2031,"0.50574602,0.30030908,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.23873650,0.00000000,0.84354915,0.23329099,0.78451858,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.14758910,0.22702883,0.77736826","0.82015725,0.39736125,0.34982452,0.53156852,0.59281277,0.05473760,0.02727942,0.14964459,0.28616499,0.79199474,0.33443463,0.64008524,0.23667810,0.59015402,0.65261685,0.71526867,0.49592156,0.56846170,0.20072418,0.52752487","MaxAgentsBot:7/7,MaxPrestigeBot:3/6,PatronFavorsBot:6/7"
1,28,2025-06-02 21:10:09,232.5,FixedSegBaseTotal:20;HoFBasePair:4,580,16.0,12.7,12.0,12.0,1.1,"0.50574602,0.30030908,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.23873650,0.00000000,0.84354915,0.23329099,0.78451858,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.14758910,0.22702883,0.77736826","0.81392133,0.38931587,0.33895241,0.53156852,0.59922518,0.00473760,0.02940558,0.12080913,0.25278833,0.83012793,0.30733885,0.62978363,0.25706006,0.59015402,0.67775607,0.75393697,0.39592156,0.47850165,0.18686086,0.46214449","MaxAgentsBot:7/7,MaxPrestigeBot:3/6,PatronFavorsBot:6/7"
1,29,2025-06-02 21:10:17,239.99,FixedSegBaseTotal:20;HoFBasePair:4,600,16.0,12.7,12.0,12.0,1.1,"0.50574602,0.30030908,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.23873650,0.00000000,0.84354915,0.23329099,0.78451858,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.14758910,0.22702883,0.77736826","0.80500413,0.43350522,0.29712679,0.50680098,0.64922518,0.00473760,0.02794954,0.12080913,0.21134412,0.83012793,0.29961682,0.60784594,0.23945667,0.59015402,0.65086058,0.74251595,0.39898498,0.49823778,0.19608274,0.49835752","MaxAgentsBot:7/7,MaxPrestigeBot:3/6,PatronFavorsBot:6/7"
